studentID	exerciseID	timestamp	withFeedback	feedback
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3fd32f60-efbd-4b7a-bde0-220f677dc7c6	2023-05-24T14:06:27.840Z	true	Started exercise "Countdown Timer"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3fd32f60-efbd-4b7a-bde0-220f677dc7c6	2023-05-24T14:06:54.083Z	true	should reset the countdown: Seconds input should be cleared after reset: expected '5' to equal ''
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3fd32f60-efbd-4b7a-bde0-220f677dc7c6	2023-05-24T14:07:15.896Z	true	Congratulations! Your solution passed all tests and validations.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:17:29.329Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:18:12.413Z	true	should have the correct count after a sequence of operations: expected '0' to equal '2'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:18:43.627Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:19:36.924Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:20:04.721Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:20:38.546Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:22:20.979Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:22:45.528Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3fd32f60-efbd-4b7a-bde0-220f677dc7c6	2023-05-24T14:25:33.712Z	true	Started exercise "Countdown Timer"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:25:36.573Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a23199c2-4b48-45c3-bab0-503de134fc4f	2023-05-24T14:26:19.395Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	98b0c134-762e-4494-8eea-d30e3207f397	2023-05-24T14:28:15.548Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	98b0c134-762e-4494-8eea-d30e3207f397	2023-05-24T14:28:28.349Z	true	should increment the count when the increment button is clicked: expected '0' to equal '1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	98b0c134-762e-4494-8eea-d30e3207f397	2023-05-24T14:28:39.175Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a5c413a9-d3ad-46d2-b033-28fd0a1a87c6	2023-05-24T14:30:17.318Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a5c413a9-d3ad-46d2-b033-28fd0a1a87c6	2023-05-24T14:30:29.204Z	true	should have the correct count after a sequence of operations: expected '0' to equal '2'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	a5c413a9-d3ad-46d2-b033-28fd0a1a87c6	2023-05-24T14:30:44.928Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	f776165e-eb4c-4f63-b394-b2eaaca12c27	2023-05-24T14:33:12.640Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	f776165e-eb4c-4f63-b394-b2eaaca12c27	2023-05-24T14:33:28.195Z	true	File: main.js - 'count' is not defined.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	f776165e-eb4c-4f63-b394-b2eaaca12c27	2023-05-24T14:33:54.316Z	true	File: main.js - 'resetButton' is not defined.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	f776165e-eb4c-4f63-b394-b2eaaca12c27	2023-05-24T14:34:09.839Z	true	File: main.js - 'resetButton' is defined but never used.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	f776165e-eb4c-4f63-b394-b2eaaca12c27	2023-05-24T14:34:26.626Z	true	should decrement the count when the decrement button is clicked: Script error. (:0)
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	132ede18-90bd-49ea-a46c-e045720e6f63	2023-05-24T14:36:13.855Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	132ede18-90bd-49ea-a46c-e045720e6f63	2023-05-24T14:36:30.809Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '2'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	584481b4-2b9e-4f37-b83c-f837886522ea	2023-05-24T14:38:06.385Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	584481b4-2b9e-4f37-b83c-f837886522ea	2023-05-24T14:38:26.450Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal -1
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	584481b4-2b9e-4f37-b83c-f837886522ea	2023-05-24T14:38:59.893Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal -1
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	efd9ff4b-d614-483c-937c-ab515a723bd6	2023-05-24T14:41:24.059Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	efd9ff4b-d614-483c-937c-ab515a723bd6	2023-05-24T14:41:42.121Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	4f1c5350-6bdd-4f4f-9fb1-aae8613f085f	2023-05-24T14:43:18.272Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	4f1c5350-6bdd-4f4f-9fb1-aae8613f085f	2023-05-24T14:43:33.985Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	11e9f6a6-3d8d-4d1e-af29-e628982502cc	2023-05-24T14:47:20.557Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	11e9f6a6-3d8d-4d1e-af29-e628982502cc	2023-05-24T14:48:06.872Z	true	File: main.js - 'resetButton' is defined but never used.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	11e9f6a6-3d8d-4d1e-af29-e628982502cc	2023-05-24T14:48:18.453Z	true	should decrement the count when the decrement button is clicked: expected '0' to equal '-1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	52f72c88-5750-47b6-a111-ce03f811816f	2023-05-24T14:49:22.925Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	52f72c88-5750-47b6-a111-ce03f811816f	2023-05-24T14:49:40.833Z	true	Congratulations! Your solution passed all tests and validations.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T14:51:29.456Z	true	Started exercise "Counter"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T14:51:37.894Z	true	should have the correct count after a sequence of operations: expected '0' to equal '2'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T14:51:52.470Z	true	should have the correct count after a sequence of operations: expected '0' to equal '2'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T14:51:55.735Z	true	should increment the count when the increment button is clicked: expected '0' to equal '1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T14:52:11.613Z	true	should increment the count when the increment button is clicked: expected '0' to equal '1'
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	3af1114f-e984-4cd1-b01c-95e973238243	2023-05-24T14:53:01.537Z	true	Congratulations! Your solution passed all tests and validations.
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	aef5c7c3-ae44-448a-a9eb-de1243092a9d	2023-05-24T16:21:10.625Z	true	Started exercise "Sum 2 Numbers"
1ddd60b1-d1e1-48e8-87a6-893059e3bdc9	aef5c7c3-ae44-448a-a9eb-de1243092a9d	2023-05-24T16:22:16.751Z	true	should have red color for the result text: expected 'rgb(0, 0, 0)' to equal 'rgb(255, 0, 0)'
